id,flight_id,flight_pour_id,pour_no,flavour_id,note_id,flavour_density,flavour_point,created_at,updated_at,deleted_at
237,21,34,1,2,53,medium,"1.00",2025-02-19 03:03:00,2025-02-19 03:03:00,
238,21,34,1,3,74,heavy,"1.50",2025-02-19 03:03:00,2025-02-19 03:03:00,
239,21,34,1,7,305,medium,"1.00",2025-02-19 03:03:00,2025-02-19 03:03:00,
240,21,34,1,7,312,light,"0.50",2025-02-19 03:03:00,2025-02-19 03:03:00,
241,21,34,1,,483,heavy,"1.50",2025-02-19 03:03:00,2025-02-19 03:03:00,
242,21,35,2,2,11,light,"0.50",2025-02-19 03:03:00,2025-02-19 03:03:00,
243,21,35,2,9,422,medium,"1.00",2025-02-19 03:03:00,2025-02-19 03:03:00,
457,50,83,2,9,422,medium,"1.00",2025-02-26 01:57:04,2025-02-26 01:57:04,
459,50,85,4,5,206,medium,"1.00",2025-02-26 01:57:04,2025-02-26 01:57:04,
460,50,85,4,5,240,medium,"1.00",2025-02-26 01:57:04,2025-02-26 01:57:04,
461,50,85,4,9,432,light,"0.50",2025-02-26 01:57:04,2025-02-26 01:57:04,
462,50,85,4,9,452,medium,"1.00",2025-02-26 01:57:04,2025-02-26 01:57:04,
463,50,85,4,3,62,heavy,"1.50",2025-02-26 01:57:04,2025-02-26 01:57:04,
464,50,85,4,3,77,light,"0.50",2025-02-26 01:57:04,2025-02-26 01:57:04,
465,50,85,4,3,128,medium,"1.00",2025-02-26 01:57:04,2025-02-26 01:57:04,
466,50,85,4,4,149,medium,"1.00",2025-02-26 01:57:04,2025-02-26 01:57:04,
467,50,85,4,4,195,heavy,"1.50",2025-02-26 01:57:04,2025-02-26 01:57:04,
469,51,87,2,9,432,medium,"1.00",2025-02-27 05:45:35,2025-02-27 05:45:35,
470,51,88,3,5,216,heavy,"1.50",2025-02-27 05:45:35,2025-02-27 05:45:35,
471,51,89,4,4,155,medium,"1.00",2025-02-27 05:45:35,2025-02-27 05:45:35,
472,52,90,1,5,206,medium,"1.00",2025-02-27 05:50:04,2025-02-27 05:50:04,
473,52,90,1,5,215,medium,"1.00",2025-02-27 05:50:04,2025-02-27 05:50:04,
533,76,136,1,5,215,heavy,"1.50",2025-02-28 13:40:38,2025-02-28 13:40:38,
534,76,136,1,6,274,light,"0.50",2025-02-28 13:40:38,2025-02-28 13:40:38,
535,76,136,1,6,279,medium,"1.00",2025-02-28 13:40:38,2025-02-28 13:40:38,
536,76,136,1,6,294,medium,"1.00",2025-02-28 13:40:38,2025-02-28 13:40:38,
537,76,136,1,7,311,light,"0.50",2025-02-28 13:40:38,2025-02-28 13:40:38,
538,76,136,1,7,364,light,"0.50",2025-02-28 13:40:38,2025-02-28 13:40:38,
539,76,136,1,2,17,medium,"1.00",2025-02-28 13:40:38,2025-02-28 13:40:38,
540,76,136,1,2,49,light,"0.50",2025-02-28 13:40:38,2025-02-28 13:40:38,
541,76,136,1,2,53,light,"0.50",2025-02-28 13:40:38,2025-02-28 13:40:38,
542,76,136,1,3,107,medium,"1.00",2025-02-28 13:40:38,2025-02-28 13:40:38,
543,76,136,1,4,150,light,"0.50",2025-02-28 13:40:38,2025-02-28 13:40:38,
544,76,136,1,4,198,light,"0.50",2025-02-28 13:40:38,2025-02-28 13:40:38,
545,77,137,1,5,206,heavy,"1.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
546,77,137,1,5,234,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
547,77,137,1,5,244,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
548,77,137,1,6,279,heavy,"1.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
549,77,137,1,6,294,medium,"1.00",2025-02-28 14:01:11,2025-02-28 14:01:11,
550,77,137,1,6,295,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
551,77,137,1,6,296,medium,"1.00",2025-02-28 14:01:11,2025-02-28 14:01:11,
552,77,137,1,7,303,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
553,77,137,1,7,305,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
554,77,137,1,7,320,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
555,77,137,1,2,11,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
556,77,137,1,2,37,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
557,77,137,1,2,53,medium,"1.00",2025-02-28 14:01:11,2025-02-28 14:01:11,
558,77,137,1,3,74,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
559,77,137,1,3,128,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
560,77,137,1,3,135,medium,"1.00",2025-02-28 14:01:11,2025-02-28 14:01:11,
561,77,137,1,4,149,medium,"1.00",2025-02-28 14:01:11,2025-02-28 14:01:11,
562,77,137,1,4,163,medium,"1.00",2025-02-28 14:01:11,2025-02-28 14:01:11,
563,77,137,1,4,181,light,"0.50",2025-02-28 14:01:11,2025-02-28 14:01:11,
564,78,138,1,5,206,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
565,78,138,1,5,210,light,"0.50",2025-02-28 14:24:53,2025-02-28 14:24:53,
566,78,138,1,5,224,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
567,78,138,1,5,234,heavy,"1.50",2025-02-28 14:24:53,2025-02-28 14:24:53,
568,78,138,1,6,257,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
569,78,138,1,6,274,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
570,78,138,1,6,279,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
571,78,138,1,7,312,light,"0.50",2025-02-28 14:24:53,2025-02-28 14:24:53,
572,78,138,1,7,333,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
573,78,138,1,7,479,light,"0.50",2025-02-28 14:24:53,2025-02-28 14:24:53,
574,78,138,1,2,17,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
575,78,138,1,2,30,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
576,78,138,1,2,36,light,"0.50",2025-02-28 14:24:53,2025-02-28 14:24:53,
577,78,138,1,2,49,light,"0.50",2025-02-28 14:24:53,2025-02-28 14:24:53,
578,78,138,1,2,53,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
579,78,138,1,3,58,light,"0.50",2025-02-28 14:24:53,2025-02-28 14:24:53,
580,78,138,1,3,107,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
581,78,138,1,3,128,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
582,78,138,1,4,144,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
583,78,138,1,4,150,heavy,"1.50",2025-02-28 14:24:53,2025-02-28 14:24:53,
584,78,138,1,4,155,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
585,78,138,1,4,163,light,"0.50",2025-02-28 14:24:53,2025-02-28 14:24:53,
586,78,138,1,4,175,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
587,78,138,1,4,191,medium,"1.00",2025-02-28 14:24:53,2025-02-28 14:24:53,
588,79,139,1,5,206,light,"0.50",2025-02-28 15:21:31,2025-02-28 15:21:31,
589,79,139,1,5,210,light,"0.50",2025-02-28 15:21:31,2025-02-28 15:21:31,
590,79,139,1,5,220,light,"0.50",2025-02-28 15:21:31,2025-02-28 15:21:31,
591,79,139,1,8,378,medium,"1.00",2025-02-28 15:21:31,2025-02-28 15:21:31,
592,79,139,1,8,389,heavy,"1.50",2025-02-28 15:21:31,2025-02-28 15:21:31,
593,79,139,1,6,255,medium,"1.00",2025-02-28 15:21:31,2025-02-28 15:21:31,
594,79,139,1,6,279,heavy,"1.50",2025-02-28 15:21:31,2025-02-28 15:21:31,
595,79,139,1,6,294,medium,"1.00",2025-02-28 15:21:31,2025-02-28 15:21:31,
596,79,139,1,7,305,light,"0.50",2025-02-28 15:21:31,2025-02-28 15:21:31,
597,79,139,1,7,312,light,"0.50",2025-02-28 15:21:31,2025-02-28 15:21:31,
598,79,139,1,7,364,medium,"1.00",2025-02-28 15:21:31,2025-02-28 15:21:31,
599,79,139,1,2,14,medium,"1.00",2025-02-28 15:21:31,2025-02-28 15:21:31,
600,79,139,1,2,30,light,"0.50",2025-02-28 15:21:31,2025-02-28 15:21:31,
601,79,139,1,2,53,medium,"1.00",2025-02-28 15:21:31,2025-02-28 15:21:31,
602,79,139,1,3,57,light,"0.50",2025-02-28 15:21:31,2025-02-28 15:21:31,
603,79,139,1,3,61,medium,"1.00",2025-02-28 15:21:31,2025-02-28 15:21:31,
604,79,139,1,4,163,medium,"1.00",2025-02-28 15:21:31,2025-02-28 15:21:31,
605,79,139,1,4,198,medium,"1.00",2025-02-28 15:21:31,2025-02-28 15:21:31,
606,80,140,1,5,206,medium,"1.00",2025-02-28 15:59:43,2025-02-28 15:59:43,
607,80,140,1,5,210,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
608,80,140,1,5,224,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
609,80,140,1,5,234,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
610,80,140,1,5,240,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
611,80,140,1,8,389,medium,"1.00",2025-02-28 15:59:43,2025-02-28 15:59:43,
612,80,140,1,6,257,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
613,80,140,1,6,274,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
614,80,140,1,6,279,heavy,"1.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
615,80,140,1,6,294,medium,"1.00",2025-02-28 15:59:43,2025-02-28 15:59:43,
616,80,140,1,6,296,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
617,80,140,1,7,320,medium,"1.00",2025-02-28 15:59:43,2025-02-28 15:59:43,
618,80,140,1,7,336,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
619,80,140,1,7,343,medium,"1.00",2025-02-28 15:59:43,2025-02-28 15:59:43,
620,80,140,1,7,364,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
621,80,140,1,2,14,medium,"1.00",2025-02-28 15:59:43,2025-02-28 15:59:43,
622,80,140,1,2,17,heavy,"1.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
623,80,140,1,2,53,medium,"1.00",2025-02-28 15:59:43,2025-02-28 15:59:43,
624,80,140,1,3,57,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
625,80,140,1,3,58,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
626,80,140,1,3,74,medium,"1.00",2025-02-28 15:59:43,2025-02-28 15:59:43,
627,80,140,1,4,149,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
628,80,140,1,4,163,light,"0.50",2025-02-28 15:59:43,2025-02-28 15:59:43,
629,80,140,1,4,198,medium,"1.00",2025-02-28 15:59:43,2025-02-28 15:59:43,
630,81,141,1,5,206,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
631,81,141,1,5,210,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
632,81,141,1,5,215,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
633,81,141,1,5,244,light,"0.50",2025-02-28 18:07:42,2025-02-28 18:07:42,
634,81,141,1,6,274,light,"0.50",2025-02-28 18:07:42,2025-02-28 18:07:42,
635,81,141,1,6,279,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
636,81,141,1,6,294,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
637,81,141,1,7,312,light,"0.50",2025-02-28 18:07:42,2025-02-28 18:07:42,
638,81,141,1,7,320,light,"0.50",2025-02-28 18:07:42,2025-02-28 18:07:42,
639,81,141,1,7,479,light,"0.50",2025-02-28 18:07:42,2025-02-28 18:07:42,
640,81,141,1,2,17,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
641,81,141,1,2,30,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
642,81,141,1,2,53,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
643,81,141,1,3,62,light,"0.50",2025-02-28 18:07:42,2025-02-28 18:07:42,
644,81,141,1,3,74,heavy,"1.50",2025-02-28 18:07:42,2025-02-28 18:07:42,
645,81,141,1,3,128,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
646,81,141,1,3,135,light,"0.50",2025-02-28 18:07:42,2025-02-28 18:07:42,
647,81,141,1,4,149,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
648,81,141,1,4,163,light,"0.50",2025-02-28 18:07:42,2025-02-28 18:07:42,
649,81,141,1,4,198,medium,"1.00",2025-02-28 18:07:42,2025-02-28 18:07:42,
650,82,142,1,5,206,heavy,"1.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
651,82,142,1,5,210,light,"0.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
652,82,142,1,5,215,heavy,"1.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
653,82,142,1,5,220,medium,"1.00",2025-02-28 18:33:09,2025-02-28 18:33:09,
654,82,142,1,6,257,medium,"1.00",2025-02-28 18:33:09,2025-02-28 18:33:09,
655,82,142,1,6,274,light,"0.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
656,82,142,1,6,279,heavy,"1.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
657,82,142,1,6,294,heavy,"1.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
658,82,142,1,7,359,heavy,"1.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
659,82,142,1,2,11,medium,"1.00",2025-02-28 18:33:09,2025-02-28 18:33:09,
660,82,142,1,2,30,light,"0.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
661,82,142,1,2,53,medium,"1.00",2025-02-28 18:33:09,2025-02-28 18:33:09,
662,82,142,1,3,77,medium,"1.00",2025-02-28 18:33:09,2025-02-28 18:33:09,
663,82,142,1,3,92,light,"0.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
664,82,142,1,4,149,medium,"1.00",2025-02-28 18:33:09,2025-02-28 18:33:09,
665,82,142,1,4,163,light,"0.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
666,82,142,1,4,166,light,"0.50",2025-02-28 18:33:09,2025-02-28 18:33:09,
667,83,143,1,5,206,heavy,"1.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
668,83,143,1,5,210,medium,"1.00",2025-02-28 18:46:23,2025-02-28 18:46:23,
669,83,143,1,5,215,light,"0.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
670,83,143,1,5,244,medium,"1.00",2025-02-28 18:46:23,2025-02-28 18:46:23,
671,83,143,1,6,255,light,"0.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
672,83,143,1,6,279,heavy,"1.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
673,83,143,1,6,294,medium,"1.00",2025-02-28 18:46:23,2025-02-28 18:46:23,
674,83,143,1,7,312,medium,"1.00",2025-02-28 18:46:23,2025-02-28 18:46:23,
675,83,143,1,7,336,light,"0.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
676,83,143,1,7,359,light,"0.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
677,83,143,1,2,11,medium,"1.00",2025-02-28 18:46:23,2025-02-28 18:46:23,
678,83,143,1,2,30,heavy,"1.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
679,83,143,1,2,49,heavy,"1.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
680,83,143,1,2,53,medium,"1.00",2025-02-28 18:46:23,2025-02-28 18:46:23,
681,83,143,1,3,62,light,"0.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
682,83,143,1,3,87,light,"0.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
683,83,143,1,3,128,light,"0.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
684,83,143,1,4,163,medium,"1.00",2025-02-28 18:46:23,2025-02-28 18:46:23,
685,83,143,1,4,198,heavy,"1.50",2025-02-28 18:46:23,2025-02-28 18:46:23,
686,84,144,1,5,206,medium,"1.00",2025-02-28 19:24:40,2025-02-28 19:24:40,
687,84,144,1,5,210,light,"0.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
688,84,144,1,5,215,medium,"1.00",2025-02-28 19:24:40,2025-02-28 19:24:40,
689,84,144,1,6,274,light,"0.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
690,84,144,1,6,279,medium,"1.00",2025-02-28 19:24:40,2025-02-28 19:24:40,
691,84,144,1,6,294,medium,"1.00",2025-02-28 19:24:40,2025-02-28 19:24:40,
692,84,144,1,7,312,light,"0.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
693,84,144,1,7,320,light,"0.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
694,84,144,1,7,343,light,"0.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
695,84,144,1,2,17,heavy,"1.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
696,84,144,1,2,30,light,"0.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
697,84,144,1,2,46,medium,"1.00",2025-02-28 19:24:40,2025-02-28 19:24:40,
698,84,144,1,2,53,medium,"1.00",2025-02-28 19:24:40,2025-02-28 19:24:40,
699,84,144,1,3,74,heavy,"1.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
700,84,144,1,3,119,light,"0.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
701,84,144,1,4,149,medium,"1.00",2025-02-28 19:24:40,2025-02-28 19:24:40,
702,84,144,1,4,198,heavy,"1.50",2025-02-28 19:24:40,2025-02-28 19:24:40,
703,85,145,1,8,392,medium,"1.00",2025-03-02 14:54:58,2025-03-02 14:54:58,
704,85,146,2,7,336,light,"0.50",2025-03-02 14:54:58,2025-03-02 14:54:58,
705,85,147,3,6,274,medium,"1.00",2025-03-02 14:54:58,2025-03-02 14:54:58,
706,86,148,1,5,210,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
707,86,148,1,8,388,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
708,86,148,1,8,413,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
709,86,148,1,8,480,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
710,86,148,1,6,262,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
711,86,148,1,6,279,medium,"1.00",2025-03-02 16:30:55,2025-03-02 16:30:55,
712,86,148,1,6,288,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
713,86,148,1,7,303,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
714,86,148,1,7,305,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
715,86,148,1,7,336,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
716,86,148,1,2,11,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
717,86,148,1,2,12,medium,"1.00",2025-03-02 16:30:55,2025-03-02 16:30:55,
718,86,148,1,2,14,medium,"1.00",2025-03-02 16:30:55,2025-03-02 16:30:55,
719,86,148,1,2,17,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
720,86,148,1,3,61,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
721,86,148,1,3,87,light,"0.50",2025-03-02 16:30:55,2025-03-02 16:30:55,
723,88,150,1,5,206,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
724,88,150,1,5,210,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
725,88,150,1,5,244,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
726,88,150,1,8,408,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
727,88,150,1,6,255,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
728,88,150,1,6,274,medium,"1.00",2025-03-05 19:14:45,2025-03-05 19:14:45,
729,88,150,1,6,279,medium,"1.00",2025-03-05 19:14:45,2025-03-05 19:14:45,
730,88,150,1,6,294,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
731,88,150,1,7,303,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
732,88,150,1,7,320,medium,"1.00",2025-03-05 19:14:45,2025-03-05 19:14:45,
733,88,150,1,2,14,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
734,88,150,1,2,17,medium,"1.00",2025-03-05 19:14:45,2025-03-05 19:14:45,
735,88,150,1,2,30,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
736,88,150,1,3,57,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
737,88,150,1,3,74,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
738,88,150,1,4,156,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
739,88,150,1,4,198,light,"0.50",2025-03-05 19:14:45,2025-03-05 19:14:45,
740,89,151,1,5,206,heavy,"1.50",2025-03-05 19:54:43,2025-03-05 19:54:43,
741,89,151,1,5,210,medium,"1.00",2025-03-05 19:54:43,2025-03-05 19:54:43,
742,89,151,1,5,215,medium,"1.00",2025-03-05 19:54:43,2025-03-05 19:54:43,
743,89,151,1,8,389,heavy,"1.50",2025-03-05 19:54:43,2025-03-05 19:54:43,
744,89,151,1,6,255,medium,"1.00",2025-03-05 19:54:43,2025-03-05 19:54:43,
745,89,151,1,6,257,light,"0.50",2025-03-05 19:54:43,2025-03-05 19:54:43,
746,89,151,1,6,262,medium,"1.00",2025-03-05 19:54:43,2025-03-05 19:54:43,
747,89,151,1,6,274,light,"0.50",2025-03-05 19:54:43,2025-03-05 19:54:43,
748,89,151,1,6,279,heavy,"1.50",2025-03-05 19:54:43,2025-03-05 19:54:43,
749,89,151,1,6,294,heavy,"1.50",2025-03-05 19:54:43,2025-03-05 19:54:43,
750,89,151,1,6,296,light,"0.50",2025-03-05 19:54:43,2025-03-05 19:54:43,
751,89,151,1,7,479,medium,"1.00",2025-03-05 19:54:43,2025-03-05 19:54:43,
752,89,151,1,2,36,medium,"1.00",2025-03-05 19:54:43,2025-03-05 19:54:43,
753,89,151,1,2,53,medium,"1.00",2025-03-05 19:54:43,2025-03-05 19:54:43,
754,89,151,1,4,149,light,"0.50",2025-03-05 19:54:43,2025-03-05 19:54:43,
755,90,152,1,5,210,medium,"1.00",2025-03-06 18:42:45,2025-03-06 18:42:45,
756,90,152,1,5,212,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
757,90,152,1,5,215,medium,"1.00",2025-03-06 18:42:45,2025-03-06 18:42:45,
758,90,152,1,6,255,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
759,90,152,1,6,279,medium,"1.00",2025-03-06 18:42:45,2025-03-06 18:42:45,
760,90,152,1,6,294,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
761,90,152,1,7,303,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
762,90,152,1,7,359,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
763,90,152,1,2,11,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
764,90,152,1,2,53,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
765,90,152,1,3,57,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
766,90,152,1,3,74,medium,"1.00",2025-03-06 18:42:45,2025-03-06 18:42:45,
767,90,152,1,4,163,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
768,90,152,1,4,198,light,"0.50",2025-03-06 18:42:45,2025-03-06 18:42:45,
769,91,153,1,5,206,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
770,91,153,1,5,210,heavy,"1.50",2025-03-07 14:26:03,2025-03-07 14:26:03,
771,91,153,1,5,212,light,"0.50",2025-03-07 14:26:03,2025-03-07 14:26:03,
772,91,153,1,5,215,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
773,91,153,1,9,448,light,"0.50",2025-03-07 14:26:03,2025-03-07 14:26:03,
774,91,153,1,8,389,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
775,91,153,1,6,274,light,"0.50",2025-03-07 14:26:03,2025-03-07 14:26:03,
776,91,153,1,6,279,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
777,91,153,1,6,294,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
778,91,153,1,6,295,light,"0.50",2025-03-07 14:26:03,2025-03-07 14:26:03,
779,91,153,1,7,333,light,"0.50",2025-03-07 14:26:03,2025-03-07 14:26:03,
780,91,153,1,7,479,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
781,91,153,1,2,17,light,"0.50",2025-03-07 14:26:03,2025-03-07 14:26:03,
782,91,153,1,2,30,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
783,91,153,1,2,53,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
784,91,153,1,3,74,heavy,"1.50",2025-03-07 14:26:03,2025-03-07 14:26:03,
785,91,153,1,3,107,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
786,91,153,1,4,149,light,"0.50",2025-03-07 14:26:03,2025-03-07 14:26:03,
787,91,153,1,4,163,medium,"1.00",2025-03-07 14:26:03,2025-03-07 14:26:03,
788,92,154,1,5,206,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
789,92,154,1,5,215,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
790,92,154,1,5,224,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
791,92,154,1,5,233,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
792,92,154,1,5,234,light,"0.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
793,92,154,1,6,274,light,"0.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
794,92,154,1,6,294,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
795,92,154,1,6,296,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
796,92,154,1,7,312,heavy,"1.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
797,92,154,1,7,333,light,"0.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
798,92,154,1,2,11,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
799,92,154,1,2,30,heavy,"1.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
800,92,154,1,2,36,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
801,92,154,1,2,49,heavy,"1.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
802,92,154,1,2,53,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
803,92,154,1,3,62,heavy,"1.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
804,92,154,1,3,74,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
805,92,154,1,3,77,medium,"1.00",2025-03-07 14:54:19,2025-03-07 14:54:19,
806,92,154,1,4,144,heavy,"1.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
807,92,154,1,4,149,heavy,"1.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
808,92,154,1,4,150,heavy,"1.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
809,92,154,1,4,175,heavy,"1.50",2025-03-07 14:54:19,2025-03-07 14:54:19,
